text,anger,fear,joy,sadness,surprise,hope
Plega a Su Majestad se sirva con nuestros trabajos.,0,0,0,0,0,0
Mi hermana en lo que me envía a decir (cómo me va de alma) yo quisiera podérselo manifestar mas no me dan licencia por ser tan inciertas las cartas y no oso fiar cosa de tanta importancia en papel.,0,1,0,1,0,0
Mas digo en cifra que he recibido tan grandes mercedes de Nuestro Señor y con tanta claridad acerca de nuestros negocios que estaré con la candela en la mano.,0,0,0,0,1,0
Y no me faltará fe que le ha de dar Dios todo lo que le ha prometido en especial la joya que le ha prometido Nuestra Señora del Sagrario porque después de haber hecho todos muchas romerías y misas me fue enseñado fuese dos novenas al sagrario.,0,0,1,0,0,0
En la primera me dieron grandes prendas de todos nuestros negocios y le vi la joya que le han prometido en su mano y que con ella se rescataba todo lo perdido en particular lo eclesiástico.,0,0,1,0,0,0
En la segunda novena padecí grandes oscuridades y tribulaciones.,0,1,0,1,0,0
Acabáronse las novenas el día de la Purificación y así me quedé en la oscuridad y tribulaciones que le tengo dicho hasta hoy.,0,1,0,1,0,0
Mas no me falta la fe ni lengua para quejarme a Dios me haga justicia pues a cabo de tantas enfermedades y trabajos padecidos nos ha puesto en los presentes.,0,1,0,1,0,1
Consuélame que no nos metimos nosotras en ellas sino que Su Majestad lo ordenó.,0,0,0,1,0,0
Y así confío que quien nos metió en el trabajo nos sacará de él con victoria.,0,0,0,1,0,1
Aunque no me deja de dar pena lo que por su carta dice en haberla dejado tan sola y a oscuras aunque es costumbre de Dios cuando ha de hacer grandes mercedes usar de esos modos.,0,1,0,1,0,0
Como lo hizo con Abraham que después de haberle prometido tantas promesas por medio de su hijo Isaac se le mandó degollar.,0,0,0,1,0,0
Esto nos dé confianza que nos cumplirá Dios todo lo que nos ha prometido si fuere servido y si no hágase su voluntad porque no deseamos todos sino que su nombre sea santificado y sea por los medios que Su Majestad mandare.,0,0,0,1,0,1
De mí sé decir mi hermana que con esto así estoy delante de Dios de noche teniendo el suelo por cama dando suspiros y lágrimas a Dios y lo mismo el día.,0,1,0,1,0,0
Y así lo haré hasta que vea ser Dios honrado y sus pobres remediados.,0,0,0,1,0,1
Y así digo a mi Dios con ansias que éste es mi fin que por lo demás muy contentas nos estábamos en nuestra casa.,0,0,1,0,0,0
Mucha pena me ha dado lo que pasa con el confesor [...] [...] de Santa Catalina de Sena.,0,1,0,1,0,0
¡Cuánto padeció con las incredulidades que tenían sus confesores! Y no creo que la tiene Dios para menos pues la ha puesto en tantos trabajos.,0,1,0,1,0,0
Sea Dios loado por todo aunque no me espanto no conociéndola porque claro está que si la hubieran tratado como nosotros y la hubieran visto pasar tantos meses con sólo pan y agua con tanto espíritu y esfuerzo que no la fueran a la mano.,0,1,0,1,0,0
Lo que siento más de todo es quitarle las comuniones.,0,1,0,1,0,0
Yo confío en Dios que la ha de dar su favor para [...] Trataré del señor Miguel Ruiz porque su merced escriba a decir las mercedes que nos hace.,0,0,0,1,0,0
Será posible porque no hemos menester cosa para nuestra alma y cuerpo que no sea remediada con amor más que de padre.,0,0,0,1,0,0
Porque sabrá que quince días antes de Cuaresma se vino Rivera y su mujer a vivir a Toledo harto de Madrid con propósito de no tornar allá en su vida.,0,0,0,0,0,0
Diles aquí casa.,0,0,0,0,0,0
Y luego el miércoles de la Ceniza se vino Cibrián y ha sido tal su conversión que nos ha espantado.,0,1,0,0,0,0
Ha hecho una confesión general con el señor Miguel Ruiz y está tan sujeto a su parecer como yo.,0,0,0,1,0,0
Es cosa su mudanza tan de veras que no podemos pensar sino que ella está rogando a Dios que nos junte a todos en un espíritu pues que así lo ha hecho.,0,0,0,1,0,1
Confesámonos todos con el señor Miguel Ruiz.,0,0,0,0,0,0
Comulgan todos los domingos Cerezo y Rivera y sus mujeres y Cibrián y Mariana a su misa.,0,0,0,0,0,0
Y Mariana se ha puesto tocas el día de Año Nuevo y desde entonces se confiesa con el señor Miguel Ruiz y con tanta voluntad que no ha habido quien se lo quite.,0,0,0,1,0,0
Están ella y Cibrián como marido y mujer.,0,0,0,0,0,0
Y así estamos todos de un espíritu y amor ayudándonos los unos a los otros.,0,0,1,0,0,0
Mi hermana cada uno quisiera en particular escribir y no lo consintió el señor Miguel Ruiz por no dar tanto embarazo al lío de señor Pero González.,0,0,0,0,0,0
Cerezo lloró mucho con su letra.,0,0,0,1,0,0
Ya no hay cuestiones después que se confiesan con nuestro padre.,0,0,0,0,0,0
En lo que dice del sagrario no se engañó porque todos los días ha asistido en ir allá.,0,0,0,0,0,0
Porque él ha madrugado todas las mañanas conmigo al hospital y en oyendo la misa se va al sagrario.,0,0,0,1,0,0
Y así lo hacen ahora Rivera y Cibrián.,0,0,0,0,0,0
Mi padre vino con Rivera y su mujer holgó ocho días aquí con todos aunque sintió mucho su ausencia.,0,0,0,1,0,0
Dios sabe lo que yo sentí vernos todos juntos sin ella.,0,1,0,1,0,0
Escribiome esta semana que le había enviado una carta con un correo con el ansia que tiene de saber de ella.,0,0,0,1,0,0
Mire por allá si la topa.,0,0,0,0,0,0
Yo le enviaré luego a decir como ha escrito.,0,0,0,0,0,0
No vendrá a tiempo carta suya.,0,1,0,0,0,0
A otro camino se la enviaré si Dios quisiera.,0,0,0,0,0,0
Por tanto le pido por amor de Dios que nos escriba todo a lo menudo que pudiere porque de [...] [...] no se puede vivir en especial.,0,0,0,1,0,0
Que están determinados estos mozos de ir allá si no escribe mas a menudo porque de milagros los hemos tenido que no vayan allá que cada día lo concertaban.,0,0,0,1,0,0
Porque si ella puede vivir sin nosotros nosotros no sin ella.,0,0,0,1,0,0
De Luisa de Aguilera y toda su casa le hago saber que se está como suele y su marido en Valladolid.,0,0,0,0,0,0
Será imposible poner en particular encomiendas sino que todos estamos como huérfanos sin madre.,0,0,0,1,0,0
Dios nos la deje ver a [...].,0,0,0,1,0,0
No digo nada de Chacón y su hermana Fiancade porque él ha de escribir.,0,0,0,0,0,0
Que más que asila a los apóstoles a mi sido verdadero hermana mano.,0,0,0,1,0,0
[...] su madre beso las manos y que haga ésta por suya y me la quiera mucho así se vea santa.,0,0,0,1,0,0
Alonso y Jiromica se le encomiendan.Carta de Francisca de Ávila (o de los Apóstoles) beata para Pedro Chacón religioso.Mi querido hermano.,0,0,0,0,0,0
La condición del amor es de tal suerte que no me da lugar a menos que darme contento la pena que dice que tiene de nuestra ausencia por hallarme pagada de la misma deuda.,0,1,0,1,0,0
No quiero hablar más de esto por darle parte de como recibimos cartas de nuestra hermana Isabel Bautista la fecha de ellas a veintinueve de junio.,0,0,0,0,0,0
Y dice que con el correo pasado escribió diez cartas y que como no la hemos respondido que ya era tiempo.,0,0,0,1,0,0
A Madrid enviamos a buscarlas en casa del correo mayor porque si se han detenido ha sido la causa no venir con las de don Pedro.,0,0,0,0,0,0
Dice en las de ahora que está muy buena y muy querida y regalada a alma y cuerpo del señor don Pero González y lo mismo escribe él que tiene por sumo contento el tratarla.,0,0,1,0,0,0
Dio mucho crédito a la carta que yo envié el don Pedro de lo que yo dije a VM en secreto tanto que no se la quiso dar a mi hermana hasta mostrarla al arzobispo el cual ha respondido que todo lo que mi hermana le pedía era muy justo y que él le prometía se lo daría todo.,0,0,0,1,0,0
En fin de todo [...] digo a VM que escribe mi hermana de manera que se hará todo lo que deseamos muy presto porque el Papa a dicho a don Pedro que nos venga porque presto vendrá con la empresa de todo.,0,0,1,0,0,0
Dios lo haga como todos lo hemos menester.,0,0,0,1,0,0
Deseo tanto que VM leyera la carta que no lo creerá.,0,0,1,0,0,0
No puedo enviarla sino una que escribió a mis hermanos y a VM.,0,0,0,0,0,0
Y porque en ella verá lo que envía a decir a VM no quiero cansar más sino que el señor Miguel Ruiz tiene gran [...] cuenta de encomendar a Dios a VM.,0,0,0,0,0,0
Y toda esta casa recibe sumo contento con la de VM y todos le besan las manos.,0,0,1,0,0,0
Cibrián trabaja en Madrid en casa de [...] padre.,0,0,0,0,0,0
No me deja de dar pena lo de las órdenes no haberlas acá.,0,0,1,1,0,0
Dios sea loado por todo que esto él [...] de convenir.,0,0,0,1,0,0
Hágase su santa voluntad en todo que esto es lo que más nos conviene: negarnos a nos mismos en todas las cosas y buscar a sólo Dios por sí solo sin tener otro interés.,0,0,0,1,0,0
Y yo tengo por tan justo a Su Majestad que si le da gusto nuestro trato que nos tornará a juntar a todos para gran gloria suya y contento nuestro.,0,0,1,0,0,1
Y esta esperanza me da vida.,0,0,1,0,0,1
Dios por su misericordia lo [...] haga como padre.,0,0,0,1,0,0
Amén.,0,0,0,0,0,0
Ahí envío una cuenta a VM de unos que me envió nuestra hermana.,0,0,0,0,0,0
Aunque me envía a mandar que le demos no puede ser porque ha muchos para quienes sean.,0,0,0,1,0,0
Hermana de VM que todo su bien desea,0,0,0,1,0,0
Francisca de los Apóstoles.,0,0,0,0,0,0
Fecha día de san Bartolomé.,0,0,0,0,0,0
En todo caso me responda si recibe esta carta y sea luego.Carta de Francisca de Ávila (o de los Apóstoles) beata para su hermana Isabel Bautista (o de San Jerónimo) beata.Fecha miércoles 25 de agosto 1547,0,0,0,0,0,0
Mi querida y deseada hermana.,0,0,0,0,0,0
Recibimos sus cartas la octava de san Lorenzo dos días después de Nuestra Señora de agosto.,0,0,0,0,0,0
Este día habíamos acabado un ayuno de cuarenta días y cada día ybamos al crucifijo y al sepulcro de san Bartolomé [...].,0,0,0,1,0,0
Estábamos muy contentas por haber salido con la victoria porque se nos habían ofrecido grandes contradicciones.,0,0,1,0,0,0
Y porque en una carta que le he enviado un mes antes de ésta traté de esto muy largo ahora no digo sino que nos confirmó nuestro contento en saber de ella porque había cinco meses que no teníamos carta suya: mire qué tal podíamos estar.,0,0,1,0,0,0
No hay palabras con que darle a entender la gran pena que todos teníamos gloria sea a Dios porque en tantos trabajos nos ha metido.,0,1,0,1,0,0
Confío en Su Majestad nos ha de sacar de ellos con victoria.,0,0,0,0,1,1
Mi hermana parece que escribe como persona que está confusa de no haberle Dios correspondido a los deseos que lleva cuando salió de Toledo y a esta causa piensa que ha sido su ida sueño.,0,1,0,1,0,0
No lo crea porque le certifico de parte de Dios que no le falte y jota de todo cuanto le ha prometido Su Majestad.,0,0,0,0,0,0
Dígame ella con qué vino nos pudiera emborrachar Dios que tanto nos pudiera forzar nuestra voluntad y cegar nuestro entendimiento como fue darnos a entender la brevedad del tiempo para que dejáramos ir a una hermana tan querida y tan provechosa para todo nuestro bien por esos camino y sola.,0,1,0,1,0,0
Que pensarlo se acaba el juicio.,0,1,0,0,0,0
Que mi hermano Cerezo a otro día de ella ida decía que o él estaba dormido o loco pues no se iba tras ella.,0,0,0,1,0,0
Y con este espíritu están todos cada día tratando que les parece que les ha tapado Dios los sentidos para no entender lo que en esto se podía sentir.,0,1,0,1,0,0
Esto he dicho para quitarle la pena que tiene porque no se hacen las cosas con la brevedad que ella pensase.,0,0,0,1,0,0
Habido Nuestro Señor con nosotros como una madre con su hijo que por incitarle a que haga lo que ella quiere le muestra una joya.,0,0,1,0,0,0
Y de que lo ha hecho el niño no se la da no porque no se la quiere dar (porque para ella tiene sitio) porque es niño y no conocerá el valor de la joya.,0,0,0,1,0,0
Así ha hecho Nuestro Señor con nosotros.,0,0,0,1,0,0
Porque bien sabe mi querida hermana que dice Su Majestad: «Manjar soy de grandes.,0,0,0,1,0,0
Crece y comerme has».,0,0,0,0,0,0
Así nosotras debemos esforzarnos por el camino de los trabajos y tribulaciones a ser grandes en las virtudes y muy bajas en nuestro propio conocimiento porque esto nos hace al caso para lo que pretendemos.,0,0,0,1,0,0
Y no tener gustos espirituales ni temporales pues no se gana la victoria con ellos sino con continuas penas y tormentos y éstas tengo elegidas para mi contento.,0,1,0,1,0,0
Y a esta causa me da gran contento los trabajos que ordinariamente escribe que padece.,0,0,1,0,0,0
Porque es una de las mayores mercedes que Nuestro Señor nos puede hacer es llevar nuestros negocios por los términos que los lleva porque los negocios que son verdaderamente suyos despacio han de ir y no con aceleración.,0,0,0,0,0,0
Esto digo porque dice que está ya cansada.,0,0,0,1,0,0
No se canse tan presto [...] de nuestro pastor porque le digo cierto que se pasa acá los mismos trabajos que ella escribe y más porque tenemos cuidado qué será de ella.,0,1,0,1,0,0
Y si las horas se me tornasen meses no me hartaría de padecer trabajos hasta ver al arzobispo Bartolomé en su falla [...] que me agradecer en esto.,0,0,0,1,0,0
Porque me ha dado Dios tanto a entender de él en todas las oraciones que hacemos que me parece que es todo nada lo que se padece en respeto del valor de la joya que pretendemos.,0,0,1,0,0,0
Porque sea muy cierta que le tiene Dios purificado para reformar su iglesia y al señor don Pero González del cual sea cierta que será el primero [...] que entrará en Corpus Christi.,0,0,0,0,0,1
En lo que dice que no creerá lo que le escribí de lo que me pasó en el sagrario no pienso gastar tiempo en eso porque tenemos todos un solo Dios (bendito él sea) del cual estoy fiada que como negocio suyo lo dará a entender en las almas y espíritus que fuere servido porque suyo es este cargo.,0,1,0,0,0,1
Que mis palabras no pueden nada sino el espíritu de Dios que lo comprende todo.,0,0,0,1,0,0
En lo que dice de la memoria o memorias que hagamos de las doncellas y viudas no lo hago porque corresponde el señor Miguel Ruiz con la voluntad del señor don Pedro a la cual piensa estar sujeto en todo.,0,0,0,0,0,0
Yo le digo mi hermana que si fuese necesaria hacérsela tal memoria que en un día me obligaba a hacerla de [...] mil personas si fuese menester sin que lo sintiese la tierra.,0,0,0,1,0,0
Porque es grande la multitud de gente que ha venido a casa desde que ella se fue a fama que fue con una señora que quería hacer un monasterio para pobres.,0,0,0,1,0,0
Y a esta causa son muchas las necesidades que he entendido y la gran ocasión que tiene [...] gran número de doncellas y viudas de ofender a Dios por necesidad.,0,0,0,1,0,0
Y la causa de esto ha sido el haber faltado tanto tiempo a perlado por nuestros grandes pecados porque como ella sabe toda la necesidad de las tales piensan que remedian con cuatro reales que les dan cada Pascua de Navidad.,0,0,0,1,0,0
Dios por su misericordia remedie tantos males como causa en la iglesia de Dios y en sus pobres la larga prisión de nuestro arzobispo.,0,1,0,1,0,0
Si no tuviese la fe que tengo en Dios que le ha de traer para remediar todo esto no sé qué consuelo me bastaría.,0,1,0,1,0,1
Porque ya van las cosas tan en las heces que no parece sino que a todos los eclesiásticos les ha mandado Dios que gasten sus rentas en [...] holgarse y dejen perecer los pobes y perder las tristes doncellas.,0,1,0,1,0,0
No quiero hablar más de esto porque no tengo juicio cuándo llegó este punto.,0,0,0,1,0,0
Si no decirlo lo que hago con esta gente que le he dicho que viene a mí.,0,0,0,1,0,0
Entreténgola con esperanza porque no se pierdan y a esta causa se han puesto muchas honestas.,0,0,1,0,0,1
Contarle de otra gente que ha venido a mí a la misma fama que se espantará: personas muy ricas así doncellas como viudas y de tan gran santidad que me espantan tanto.,0,1,0,1,0,0
Que todas me cuentan que han deseado toda su vida meterse en religión y por ver el detraimiento que hay en los monasterios tienen por bien estarse en su casa.,0,0,0,1,0,0
Y que han entendido que ha de ser esta religión de gran santidad y pídenme que las tenga por recibidas a las cuales respondo que yo no puedo nada más que lo encomienden a Dios que si la señora que fue a ello viene con los recaudos yo haré de mi parte lo que pudiere.,0,0,0,1,0,0
Cosa maravillosa que estas mismas personas que despido tornan a pocos días y me dicen las grandes oraciones que hacen por ello y que en su interior les responden que ha de ser el monasterio de tan gran santidad y grandeza que no se la puedo quitar de su cabeza por mucho que se lo contradiga por probarlas sino que han de esperar hasta que ella venga y que han de gastar su vida y hacienda en tan santa obra.,0,0,0,1,0,0
Dígame también que no cree esto como lo del sagrario porque le certifico que es tanta la fe de esta gente que me da a mí gran desesperanza.,0,1,0,1,0,0
Porque no es cosa de burla sino mujeres de gran santidad.,0,0,0,1,0,0
Y la que menos tiene son tres mil ducados que si empezásemos sería grande el llamamiento de las gentes que se entraría con sus haciendas.,0,0,0,0,0,0
Mas yo confío en Dios que tiene otro medio más principal que éste.,0,0,0,1,0,0
Por eso no se canse de esperar que Nuestro Señor (que ha enseñado que se haga esta santa obra) dará el medio más convenible pues es invención suya y no nuestra.,0,0,0,0,0,1
Porque nosotras contentas nos estábamos en nuestra casa si Dios quisiera.,0,0,1,0,0,0
Plega Su Majestad que hagamos siempre su voluntad.,0,0,0,0,0,1
Amén.,0,0,0,0,0,0
Mi hermana mi padre y todos estamos buenos gloria a Dios.,0,0,0,0,0,0
Envíele de las cuentas.,0,0,0,0,0,0
Todos mis hermanos y hermanas quisieran escribirle cada uno de por sí una carta el ansia que tienen por verla y le agradecen la que ella le envió.,0,0,0,1,0,0
Pedro Chacón no está aquí como le envié a decir en esotra carta que ella le ruega que hable con el capellán que le llevó la carta del doctor (que se llama Andrada) porque le envía ahora unos recaudos para que le den una capellanía.,0,0,0,0,0,0
No se puede ordenar sin ella que por amor de Dios le dé prisa que lo haga con brevedad.,0,0,0,1,0,0
No le he enviado a decir una cosa por no darle pena.,0,0,0,1,0,0
Y es que si puede ser se recate todo lo posible de no dar cuenta a nadie porque un criado del señor don Pedro mozo y clérigo envió una carta a Alcocel de veinte dislates.,0,0,0,1,0,0
Que decía ella que había de salir el arzobispo y que iba a pedir la reformación del mundo y que [...] llevaba tres listas (una en el pecho de las malas casadas y otra en un brazo de las doncellas y otra en el otro de las malas mujeres) y que habíe de hacer un monasterio para recogerlas.,0,0,0,1,0,0
Todas éstas y otras cosas semejantes escribió.,0,0,0,0,0,0
Trújome la carta Alcocel muy espantado.,0,1,0,0,0,0
Enviaba ese clérigo a que con toda instancia le enviase información de quién era ella y qué vida había tenido y yo también.,0,0,0,0,0,0
Él le respondió lo que hacía al caso.,0,0,0,0,0,0
Sabe Dios la gran pena que todos hemos tenido hasta que ahora supimos de ella.,0,1,0,1,0,0
Dios por su misericordia nos la deje ver como todos lo deseamos.,0,0,0,1,0,1
Amén.,0,0,0,0,0,0
Su hermana,0,0,0,0,0,0
Francisca de los Apóstoles,0,0,0,1,0,0
[TITLE]: [1573-1575].,,,,,,
0,0,0,1,0,0,
Carta de Francisca de Ávila (o de los Apóstoles) beata para su hermana Isabel Bautista (o de San Jerónimo) beata.Mi querida hermana de mi corazón.,0,0,0,0,0,0
Es tanto el deseo que tengo de verla que no sé otro remedio para mi consuelo sino escribirla porque haciendo esto parece que hablo con ella y así paso la gran soledad que me causa su ausencia.,0,1,0,1,0,1
Gloria sea a Dios por todo pues así lo ordenó Su Majestad porque si esto no fuera no hubiera pacencia para verme yo apartada de mi amada Isabel.,0,0,0,1,0,0
Plega a Dios mi hermana de sacarnos con victoria de esta pelea en que Su Majestad nos metió por la vía del Señor y don Pero González.,0,0,0,1,0,0
La escribí acerca de nuestro negocio lo que me había pasado aunque no tan extendido como ello me pasó porque no era posible si no fuera extenderme en mucho papel.,0,0,0,1,0,0
Mas quedo muy confiada de Dios que a quien fuere servido que lo lea le dará espíritu para entender lo que Dios quiere de todo porque no son cosas (acaso una cosa le digo que en parte es nada) lo que le escribo para lo que me ha pasado desde que ella se fue.,0,0,0,1,0,0
Y a esta causa estoy muy confiada de Dios que veremos más de lo que nos está prometido ni podemos desear.,0,0,1,0,0,1
He deseado darle cuenta de lo que ha pasado acerca de su ida con todos los conocidos porque todos se han espantado que una mujer tan delicada se pusiese en tan largo camino.,0,0,0,1,0,0
Hase echado una fama por todo Toledo que fue con una gran señora que quiere hacer un monasterio.,0,0,0,0,0,0
Y todos han dado en decir que es su madre de don Juan de Austria la que está en la cueva y yo que no lo contradigo.,0,0,0,0,0,0
Y así lo tienen por más entendido tanto que sa ha conmovido todo Toledo.,0,0,0,1,0,0
Y así cada día vienen a casa muchas doncellas y viudas contándome sus deseos y gran pobreza y que las tenga por recibidas.,0,0,0,1,0,0
Es en tanto grado esto que me tienen lastimado el corazón las grandes necesidades que hay en Toledo que no pensé que tal habíe y todo por falta de no haber pastor.,0,1,0,1,0,0
Plega la majestad de Dios que nos le dé o que me lleve porque yo no vea tanta ofensa de Dios y tanto descuido con los pobres.,0,1,0,1,0,0
Porque cierto le digo que desde que me pasa en el sagrario lo que le he escrito padezco tanto trabajo que no lo sé decir porque me hacen fuerza en mi interior que vaya todas las fiestas a misa mayor entre los dos coros.,0,1,0,1,0,0
Y de que veo tanta oveja sin pastor y tan descarriados y la silla vacía son tantas las ansias que me dan que muchas veces temo no se me rompa el corazón porque me hago fuerza por no dar gritos de las ansias que siento.,0,1,0,1,0,1
Porque de que hacen procesión y veo al cabo al gobernador digo a Dios con gran sentimiento: «Señor mío ¿qué es de el pastor de estas ovejas?» Y dame tanto consuelo Su Majestad que se ha de hacer todo lo prometido y tengo tanta fe y confianza de esto que no habrá cosa que me aparte de ello.,0,0,1,0,0,1
El señor doctor Mateo López se holgó mucho que hiciese caso de él en enviarle a pedir letra suya y porque él la escribe no diré más de su merced.,0,0,0,0,0,0
Mi hermano Cerezo fue en recibiendo su primera carta a Madrid por Enrique para que le ayudase a hacer una obra que le dio el corregidor de precio en ayuntamiento.,0,0,0,0,0,0
Están ya acabándola.,0,1,0,0,0,0
Va muy linda y a contento de toda la ciudad que no ha sido poco porque había muchos envidiosos.,0,0,0,1,0,0
Está aquí Enrique.,0,0,0,0,0,0
Bésale en las manos y que espera en Dios de retratarla porque estando ausente no padece.,0,0,0,1,0,0
Cuentan y no acaban de lo que lloró mi padre de grande alegría de saber de ella porque en gran manera estaba ansiado hasta tener carta suya.,0,0,1,1,0,0
Y así se le encomienda mucho que con un correo le envió una carta.,0,0,0,0,0,0
Encomiéndala mucho a Dios y lo mismo su mujer.,0,0,0,0,0,0
Rivera y su mujer están al escribir de ésta y quisieran ser la tinta para irla a ver según tienen el deseo de verla porque como se fue sin decirles nada quedoles mas pena que a todos.,0,1,0,1,0,0
Y así tienen gran cuenta de encomendarla a Dios.,0,0,0,0,0,0
Vales muy bien porque viven en mucha paz.,0,0,0,0,0,0
Y así sin poner tienda pasan su vida muy bien porque en casa le provee Dios de muchas obras.,0,0,0,1,0,0
Ureci está durmiendo cuando ésta escribo y porque en otras se ha dicho de él no digo sino que de todo le va muy bien aunque se pasa.,0,0,0,1,0,0
Trabaja con su mujer que está preñada en seis meses.,0,0,0,0,0,0
Cibrián está bueno.,0,0,0,0,0,0
Encomiéndele a dios que por [...] Mariana [...] vestido de san Jerónimo con manga de punta que no está poco contenta.,0,0,0,0,0,0
Todos pasamos la vida con esperanza mas yo no la espero hasta que pase Año Nuevo porque en este año de cinco tengo gran confianza de ver al arzobispo Bartolomé en su silla.,0,0,1,0,0,1
Hasta entonces no dejaré de clamar a Dios y hacer romerías porque el día que ésta escribo he dicho una misa al Espíritu Santo.,0,0,0,1,0,0
Y andamos las casas de Nuestra Señora en agradecimiento de la carta que nos envió y decimos nueve misas a las nueve fiestas de Nuestra Señora cada día.,0,0,0,0,0,0
La suya dícemelas fray Gerónimo de Toledo.,0,0,0,0,0,0
Nuestro pariente tiene mucho cargo de encomendarla a Dios y encomiéndasele mucho y fray Prudencio.,0,0,0,0,0,0
Y el cura no se acaba de admirar de su [...] con pensar que fue con señora.,0,0,0,1,0,0
¡Qué hará si supiese que fue sola! Él y todos nos tendrían por locos.,0,1,0,1,0,0
Y así criatura no se ha dicho nada porque todo están en que fue con la señora que dicho tengo.,0,0,0,0,0,0
Si hubiese de decir de [...] Chacón no acabaría.,0,0,0,1,0,0
Está muy bueno y en continua oración por ella.,0,0,0,0,0,0
Hase ordenado de epístola.,0,0,0,0,0,0
Suplícale mucho no eche en olvido lo que le envió a encargar y que le tenga el señor don Pedro por [...] su criado.,0,0,0,0,0,0
No sabe el señor Miguel Ruiz que yo había de escribir porque anoche cuando supe del señor doctor que habían de dar las cartas muy de mañana.,0,0,0,1,0,0
Y por eso no digo nada de su merced sino que nos hace obras de padre en todo.,0,0,0,1,0,0
Y con esto plega a la majestad de Dios que por gran honra suya nos veamos todos presto.,0,0,0,1,0,0
Amén.,0,0,0,0,0,0
Su hermana que más que sí la quiere,0,0,0,1,0,0
Francisca de los Apóstoles,0,0,0,1,0,0
Si me proporcionas el texto de la carta,0,0,0,0,0,0
Por Isabelica he enviado a Cabañas.,0,0,0,0,0,0
Todos se le encomienda.Carta de Francisca de Ávila (o de los Apóstoles) beata para su hermana Isabel Bautista (o de San Jerónimo) beata.Domingo 18 de julio 1574 años,0,0,0,0,0,0
Muy deseada hermana de mi corazón,0,0,0,1,0,0
No puedo significar por ningún vocablo la pena que todos hemos tenido por no saber de ella tanto tiempo ha.,0,1,0,1,0,0
Yo he querido hacer esto todas las veces que el señor don Pedro ha escrito y no me ha dejado el señor Miguel Ruiz diciendo que así convenía.,0,0,0,1,0,0
Y viendo yo ahora que había cartas de quince de julio en Toledo del señor don Pedro y que no había de ella mención de ninguna mía diome notable pena y más al señor Miguel Ruiz tanta que no se halló para poderla escribir.,0,1,0,1,0,0
Y yo comulgando supliqué a Nuestro Señor me enseñase si era servido la escribiese.,0,0,0,1,0,0
Sentí con claridad la escribiese lo que ahora diré con su favor.,0,0,0,1,0,0
Y es que no me espanto que ella no haya escrito porque no es tiempo de ningún recreo sino de continua penitencia.,0,1,0,1,0,0
Porque en lo que yo le escribí en la carta postrera de lo que me pasó en el sagrario vi quedar una nube entre el Padre Eterno y el mundo la cual estorbaba las misericordias que a Su Majestad pedíamos.,0,1,0,1,0,0
Y significábanme que aquella nube eran los pecados con que todo el mundo tenía ofendido aquella gran majestad que yo veía detrás de aquella nube muy oscura.,0,1,0,0,0,0
Y veía al arzobispo Bartolomé que se ofrecía a toda aquella satisfacción que allí pedían por los pecados de todo el mundo y como el hijo de Dios salía por su fiador.,0,0,0,0,0,0
Y quedó desde entonces gran deseo de padecer muchos trabajos por la satisfacción de tan grandes ofensas como vía que ofendían aquella gran majestad.,0,1,0,0,0,0
Y ordenó Nuestro Señor que nos hiciésemos de un espíritu (María de san Jerónimo y Magdalena de san Francisco y Catalina de san Francisco) para hacer muchas romerías.,0,0,0,0,0,0
Y entre ellas no ha cesado el ir al sagrario.,0,0,0,1,0,0
Cosa maravillosa que sin decirles yo nada espiraba Nuestro Señor en sus corazones que hiciésemos grandes rogativas por la sede apostólica por el estado eclesiástico y por el estado real y por el estado común.,0,0,0,0,0,0
Andando en estas rogativas veía sonar dentro de mi ánima una voz de la justicia de Dios que me tengo en tan grande fatiga que vine a desfallecer en cama por muchos días.,0,1,0,1,0,0
Lo mismo estuvo el señor Miguel Ruiz.,0,0,0,0,0,0
Quiso Mi Señor que nos aliviamos casi juntos porque su mal fue mayor que el mío.,0,0,0,1,0,0
Levantada de la cama quedé con la misma fatiga porque mi deseo no vi cumplido que era deber satisfacer al Padre Eterno.,0,1,0,1,0,0
Andando en este tan gran trabajo consoló Su Majestad en alguna manera porque envió su santidad a mandar que se sacase el Santísimo Sacramento en todas las iglesias.,0,0,1,0,0,0
Y visto que es por las mismas cosas que a nosotras nos fue enseñado que hiciésemos ha tenido algún contento mi corazón.,0,0,1,0,0,0
Y así he procurado de hallarme en todas las que he podido por recibir algún refrigerio en ver satisfacer en algo a quien tanto se le debe.,0,0,0,1,0,0
Mas no me duró mucho este descanso porque a pocos días sonó la misma voz en mi corazón en la cual me decían: —¡Mira cuán gran razón tengo de ejecutar mi justicia con el mundo pues tan ingrato ha sido a la pasión de mi hijo! Y mostrábame cuánta era esta ingratitud y cuán grande había sido la pasión de su hijo.,0,1,0,1,0,0
Hízome un día experimentase algunos dolores los cuales fueron tan grandes que me fue necesario echarme delante un crucifijo para poderlos sufrir.,0,1,0,1,0,0
Y no podía hablar otra cosa sino decir: —Señor no hay quien pueda satisfacer al menor de nuestros dolores.,0,1,0,1,0,0
Por tanto supla nuestra misericordia nuestra ingratitud.,0,0,0,1,0,0
Y Nuestro Señor alegando su justicia y yo la misericordia fueme respondido que clamase por el arzobispo Bartolomé que en su salida estaba todo el remedio.,0,0,0,1,0,0
Y yo tomé grande espíritu a pedirle a Su Majestad.,0,0,0,0,0,0
Y día de san Pedro y san Pablo en comulgando se me arrobó el espíritu.,0,0,1,0,0,0
